rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;CLASS_UNIT;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;IS_RII;INCLUDEDBYMOEX;IS_QUALIFIED_INVESTORS;HIGH_RISK;EVENINGSESSION;MORNINGSESSION;WEEKENDSESSION;SUSPENSION_LISTING;ISSUEDATE;REGISTRYCLOSEDATE;DIVIDENDVALUE;DIVIDENDYIELD;REGISTRYCLOSETYPE;SECURITYCAPITALIZATION;EMITENTCAPITALIZATION;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0;FULLCOVERED;FULL_COVERED_LIMIT
NSVZ;iНаукаСвяз;Наука-Связь ПАО ао;Акции обыкновенные;RU000A0JQLB6;1-01-12689-A;;3;1,0;RUB;15701562;0;0;TQBR;Т+: Акции и ДР - безадрес.;R;;0;0;1;1;1;0;13.12.2011;2014-10-06;;;закрытие реестра;3713419413.0;3713419413.0;"Публичное акционерное общество ""Наука-Связь""";7714716995;10;233,822;233,822;0,0;467,644;0,0;467,644;0,0;467,644;100,0;;;;;12,89000;25,72000;1;0
NVTK;Новатэк ао;"ПАО ""НОВАТЭК"" ао";Акции обыкновенные;RU000A0DKVS5;1-02-00268-E;;1;0,1;RUB;3036306000;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;18.08.2006;2026-04-13;;;закрытие реестра;3522418590600.0;3522418590600.0;"публичное акционерное общество ""НОВАТЭК""";6316031581;1;1170,7;1170,7;971,68;1369,72;901,44;1439,96;819,49;1521,91;17,0;572571;23,0;2862855;30,0;7,78000;8,22000;0;0
OGKB;ОГК-2 ао;ОГК-2 ПАО ао;Акции обыкновенные;RU000A0JNG55;1-02-65105-D;;2;0,3627;RUB;136207331098;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;22.06.2007;2025-11-05;;;закрытие реестра;40630646866.53;40630646866.53;"Публичное акционерное общество ""Вторая генерирующая компания оптового рынка электроэнергии""";2607018122;1000;0,29782;0,29782;0,19954;0,3961;0,14891;0,44673;0,07446;0,52119;33,0;34906625;50,0;174533125;75,0;7,49000;8,66000;0;0
OKEY;OKEY-гдр;ГДР OKEY Group S.A. ORD SHS;DR на иностранные акции;US6708662019;;;3;0,0;USD;;0;1;TQBR;Т+: Акции и ДР - безадрес.;;0;1;0;1;1;1;0;14.12.2020;2022-08-01;;;закрытие реестра;;;O'KEY Group S.A.;0010038332;10;47,414;47,414;14,224;80,604;9,483;85,345;2,371;92,457;70,0;299284;80,0;1496420;95,0;3,05000;8,15000;1;0
OMZZP;ОМЗ-ап;"ап""Объединён.  маш. заводы""";Акции привилегированные;RU0009090559;2-01-30174-D;;3;0,1;RUB;2750000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.09.2004;2025-07-09;0.012;;закрытие реестра;28710000000.0;28710000000.0;Публичное акционерное общество Объединенные машиностроительные заводы (Группа Уралмаш-Ижора);6663059899;1;10352,14;10352,14;0,0;20704,28;0,0;20704,28;0,0;20704,28;100,0;;;;;11,79000;25,64000;1;0
OZON;Озон;МКПАО Озон;Акции обыкновенные;RU000A10CW95;1-01-17182-A;;1;0,07809;RUB;216413733;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;24.11.2020;2026-05-26;;;закрытие реестра (рекомендуемая);931769327431.5;931769327431.5;"Международная компания Публичное акционерное общество ""Озон""";3900045916;1;4315,72;4315,72;3236,79;5394,65;2977,85;5653,59;1078,93;7552,51;25,0;72236;31,0;361180;75,0;7,80000;7,46000;0;0
OZPH;iОзонФарм;Озон Фармацевтика;Акции обыкновенные;RU000A109B25;1-01-10877-P;;1;0,02;RUB;1167690558;0;0;TQBR;Т+: Акции и ДР - безадрес.;R;;0;0;1;1;1;0;17.10.2024;2026-06-03;;;закрытие реестра (рекомендуемая);56831499457.86;56831499457.86;"Публичное акционерное общество ""Озон Фармацевтика""";6320080729;10;48,697;48,697;32,627;64,767;24,349;73,046;12,174;85,22;33,0;522117;50,0;2610585;75,0;7,09000;6,94000;0;0
PAZA;ПавлАвт ао;Павловский автобус ПАО ао;Акции обыкновенные;RU0009083240;1-02-00261-A;;3;415,0;RUB;1567904;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;1;1;1;1;0;08.12.2011;;;;;14017061760.0;14017061760.0;"Публичное акционерное общество ""Павловский автобус""";5252000350;1;8693,4;8693,4;0,0;17386,8;0,0;17386,8;0,0;17386,8;100,0;;;;;14,20000;22,83000;1;0
PHOR;ФосАгро ао;ФосАгро ПАО ао;Акции обыкновенные;RU000A0JRKT8;1-02-06556-A;;1;2,5;RUB;129500000;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;18.07.2011;2025-10-01;;;закрытие реестра;892255000000.0;892255000000.0;"Публичное акционерное общество ""ФосАгро""";7736216869;1;6866,12;6866,12;5698,88;8033,36;5286,91;8445,33;4806,28;8925,96;17,0;12794;23,0;63970;30,0;5,96000;7,83000;0;0
PIKK;ПИК ао;ПИК СЗ (ПАО) ао;Акции обыкновенные;RU000A0JP7J7;1-02-01556-A;;1;62,5;RUB;660497344;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;13.06.2007;2021-05-17;22.51;0.0234;закрытие реестра;355743869478.4;355743869478.4;"Публичное акционерное общество ""ПИК-специализированный застройщик""";7713011336;1;537,83;537,83;403,37;672,29;371,1;704,56;258,16;817,5;25,0;690895;31,0;3454475;52,0;11,10000;11,30000;0;0
PLZL;Полюс;Полюс ПАО ао;Акции обыкновенные;RU000A0JNAA8;1-01-55192-E;;1;0,1;RUB;1360694001;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;12.05.2006;2026-05-18;;;закрытие реестра;2969578587782.4;2969578587782.4;"Публичное акционерное общество ""Полюс""";7703389295;1;2170,89;2170,89;1801,84;2539,94;1671,59;2670,19;1519,62;2822,16;17,0;170610;23,0;853050;30,0;7,61000;8,42000;0;0
PMSB;ПермьЭнСб;"""Пермэнергосбыт"" ПАО ао";Акции обыкновенные;RU000A0ET123;1-01-55084-E;;3;3,25;RUB;36210960;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;09.02.2006;2026-05-05;;;закрытие реестра;19282336200.0;25776538200.0;"Публичное акционерное общество ""Пермская энергосбытовая компания""";5904123809;10;535,493;535,493;267,747;803,24;133,873;937,113;26,775;1044,211;50,0;45347;75,0;226735;95,0;10,47000;15,49000;1;0
PMSBP;ПермьЭнС-п;"""Пермэнергосбыт"" ПАО ап";Акции привилегированные;RU000A0ET156;2-01-55084-E;;3;3,25;RUB;11353500;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;09.02.2006;2026-05-05;;;закрытие реестра;6494202000.0;25776538200.0;"Публичное акционерное общество ""Пермская энергосбытовая компания""";5904123809;10;572,965;572,965;0,0;1145,93;0,0;1145,93;0,0;1145,93;100,0;;;;;12,12000;15,62000;1;0
POSI;iПозитив;Группа Позитив ао;Акции обыкновенные;RU000A103X66;1-01-85307-H;;1;0,5;RUB;71214000;1;0;TQBR;Т+: Акции и ДР - безадрес.;R;;0;0;1;1;1;0;17.12.2021;2026-05-17;;;закрытие реестра;73806189600.0;73806189600.0;"Публичное акционерное общество ""Группа Позитив""";9718077239;1;1039,23;1039,23;696,28;1382,18;519,62;1558,85;103,92;1974,54;33,0;68303;50,0;341515;90,0;9,07000;9,15000;0;0
PRFN;ТЕПЛАНТ ао;ТЕПЛАНТ восток (ПАО) ао;Акции обыкновенные;RU000A0JNXF9;1-01-45194-D;;3;0,1;RUB;838287450;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.08.2012;;;;;3219023808.0;3219023808.0;"Публичное акционерное общество ""ТЕПЛАНТ восток """;7447014976;100;3,7651;3,7651;0,0;7,5302;0,0;7,5302;0,0;7,5302;100,0;;;;;11,25000;20,55000;1;0
PRMB;Приморье;"АКБ ""Приморье"" ао";Акции обыкновенные;RU000A0DPNQ5;10103001B;;3;1000,0;RUB;250000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;03.05.2011;2024-05-06;2000.0;0.0538;закрытие реестра;6100000000.0;6100000000.0;"акционерный коммерческий банк ""Приморье""  (публичное акционерное общество)";2536020789;1;24381,48;24381,48;0,0;48762,96;0,0;48762,96;0,0;48762,96;100,0;;;;;16,48000;18,41000;1;0
PRMD;iПРОМОМЕД;ПРОМОМЕД;Акции обыкновенные;RU000A108JF7;1-01-01622-G;;2;1,0;RUB;212500000;0;0;TQBR;Т+: Акции и ДР - безадрес.;R;;0;0;1;1;1;0;12.07.2024;;;;;85669375000.0;85669375000.0;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМОМЕД""";9702034818;1;401,69;401,69;269,13;534,25;200,85;602,54;100,42;702,96;33,0;24170;50,0;120850;75,0;5,55000;5,79000;0;0
RAGR;Русагро;Группа Русагро;Акции обыкновенные;RU000A0JQUZ6;1-01-14044-A;;1;2,5;RUB;958749600;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;17.02.2025;;;;;104733806304.0;104733806304.0;"Публичное акционерное общество ""Группа ""Русагро""";5003077160;1;107,97;107,97;72,34;143,6;53,99;161,96;26,99;188,95;33,0;479375;50,0;2396875;75,0;8,04000;8,07000;0;0
RASP;Распадская;ПАО Распадская ао;Акции обыкновенные;RU000A0B90N8;1-04-21725-N;;2;0,004;RUB;665733918;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;14.11.2006;2022-01-18;28.0;0.0725;закрытие реестра;88842191357.1;88842191357.1;"Публичное акционерное общество ""Распадская""";4214002316;10;136,125;136,125;112,984;159,266;104,816;167,434;95,288;176,963;17,0;75952;23,0;379760;30,0;8,06000;9,95000;0;0
RBCM;ГК РБК ао;ГК РБК ПАО ао;Акции обыкновенные;RU000A0JR6A6;1-02-56413-H;;3;0,00064;RUB;365631010;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;1;1;1;1;0;19.01.2011;;;;;3367461602.1;3367461602.1;"Публичное акционерное общество ""Группа компаний РБК""";7728547955;100;9,238;9,238;0,0;18,476;0,0;18,476;0,0;18,476;100,0;;;;;8,03000;14,55000;1;0
RDRB;РДБанк ао;РоссийскийДорож Банк ПАО ао;Акции обыкновенные;RU000A0JU6Q7;10201573B;;3;124,0;RUB;27492735;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;31.10.2013;2025-07-15;16.4;0.1155;закрытие реестра (рекомендуемая);3211151448.0;3211151448.0;"""Российский акционерный коммерческий дорожный банк"" (публичное акционерное общество)";7718011918;10;116,112;116,112;0,0;232,224;0,0;232,224;0,0;232,224;100,0;;;;;6,53000;8,12000;1;0
RENI;Ренессанс;Ренессанс Страхование ао;Акции обыкновенные;RU000A0ZZM04;1-01-10601-Z;;1;9,88;RUB;556952780;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;20.10.2021;2025-12-19;;;закрытие реестра;48343501304.0;48343501304.0;"Публичное акционерное общество ""Группа Ренессанс Страхование""";7725497022;10;87,394;87,394;58,554;116,234;43,697;131,091;21,849;152,94;33,0;285561;50,0;1427805;75,0;7,01000;6,61000;0;0
RGSS;РГС СК ао;Росгосстрах СК ПАО ао;Акции обыкновенные;RU0008010855;1-03-10003-Z;;3;0,03;RUB;489503740915;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;19.11.2013;2026-06-15;;;закрытие реестра (рекомендуемая);94670023492.96;94670023492.96;"Публичное акционерное общество Страховая Компания ""Росгосстрах""";7707067683;1000;0,19369;0,19369;0,0;0,38738;0,0;0,38738;0,0;0,38738;100,0;;;;;9,48000;12,80000;1;-2254432
RKKE;ЭнергияРКК;РКК Энергия им.С.П.Королева ао;Акции обыкновенные;RU0009095939;1-03-01091-A;;3;1000,0;RUB;1842049;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;29.05.2008;2016-07-14;;;закрытие реестра;26543926090.0;26543926090.0;"Публичное акционерное общество ""Ракетно-космическая корпорация ""Энергия"" имени С.П. Королёва""";5018033937;1;14174,17;14174,17;7087,09;21261,26;3543,54;24804,8;708,71;27639,63;50,0;604;75,0;3020;95,0;8,81000;18,07000;0;0
RNFT;РуссНфт ао;РуссНефть НК ПАО ао;Акции обыкновенные;RU000A0JSE60;1-02-39134-H;;1;0,5;RUB;294120000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;18.11.2016;2019-07-11;;;;31264956000.0;31264956000.0;"Публичное акционерное общество Нефтегазовая компания ""РуссНефть""";7717133960;1;107,02;107,02;80,27;133,78;73,84;140,2;66,35;147,69;25,0;802596;31,0;4012980;38,0;9,80000;11,59000;0;0
ROLO;Русолово;"""Русолово"" ПАО ао";Акции обыкновенные;RU000A0JU1B0;1-01-15065-A;;3;0,1;RUB;30001000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;12.08.2013;;;;;12396413200.0;12396413200.0;"Публичное акционерное общество ""Русолово""";7706774915;1000;0,4072;0,4072;0,1222;0,6922;0,0814;0,733;0,0204;0,794;70,0;17250302;80,0;86251509;95,0;9,40000;14,80000;0;0
ROSN;Роснефть;ПАО НК Роснефть;Акции обыкновенные;RU000A0J2Q06;1-02-00122-A;;1;0,01;RUB;10598177817;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;19.07.2006;2026-01-12;;;закрытие реестра;4398243794055.0;4398243794055.0;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;416,89;416,89;333,51;500,27;308,5;525,28;279,32;554,46;20,0;844309;26,0;4221545;33,0;8,25000;8,46000;0;0
ROST;РОСИНТЕРао;РОСИНТЕР РЕСТОРАНТС (ПАО);Акции обыкновенные;RU000A0JP922;1-02-55033-E;;3;169,7;RUB;16305334;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.08.2008;;;;;1307687786.8;1307687786.8;"Публичное акционерное общество ""РОСИНТЕР РЕСТОРАНТС ХОЛДИНГ""";7722514880;10;81,538;81,538;0,0;163,076;0,0;163,076;0,0;163,076;100,0;;;;;7,47000;19,24000;1;0
RTGZ;ГР Ростов;Газпром газорасп Р-н-Д ПАО ао;Акции обыкновенные;RU000A0JPG04;1-02-30742-E;;3;2000,0;RUB;120246;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;07.11.2012;;;;;4954135200.0;4954135200.0;"Публичное акционерное общество ""Газпром газораспределение Ростов-на-Дону""";6163000368;1;40936,88;40936,88;0,0;81873,76;0,0;81873,76;0,0;81873,76;100,0;;;;;8,68000;10,33000;1;0
RTKM;Ростел -ао;Ростелеком (ПАО) ао.;Акции обыкновенные;RU0008943394;1-01-00124-A;;1;0,0025;RUB;3282997929;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.01.2005;2025-08-13;2.71;0.0386;закрытие реестра;174918129657.12;186789995234.67;"Публичное акционерное общество ""Ростелеком""";7707049388;10;53,783;53,783;44,64;62,926;41,413;66,153;37,648;69,918;17,0;1247555;23,0;6237775;30,0;7,49000;7,42000;0;0
RTKMP;Ростел -ап;Ростелеком (ПАО) ап.;Акции привилегированные;RU0009046700;2-01-00124-A;;1;0,0025;RUB;209565147;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.01.2005;2025-08-13;6.25;0.0875;закрытие реестра;11871865577.55;186789995234.67;"Публичное акционерное общество ""Ростелеком""";7707049388;10;57,034;57,034;42,776;71,293;39,353;74,715;35,361;78,707;25,0;251707;31,0;1258535;38,0;5,81000;7,13000;0;0
RTSB;ТНСэнРст;ТНС энерго Ростов. ПАО ао;Акции обыкновенные;RU000A0D8PB4;1-01-50095-A;;3;0,02;RUB;8128764676;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;26.12.2005;2024-10-01;0.104920183;0.0373;закрытие реестра;25890115493.06;27280572851.57;"Публичное акционерное общество ""ТНС энерго Ростов-на-Дону""";6168002922;1000;3,17259;3,17259;0,0;6,34518;0,0;6,34518;0,0;6,34518;100,0;;;;;15,75000;27,48000;1;0
RTSBP;ТНСэнРст-п;ТНС энерго Ростов. ПАО ап;Акции привилегированные;RU000A0D8PC2;2-01-50095-A;;3;0,02;RUB;925737256;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;26.12.2005;2024-10-01;0.104920183;0.0585;закрытие реестра;1390457358.51;27280572851.57;"Публичное акционерное общество ""ТНС энерго Ростов-на-Дону""";6168002922;1000;1,51485;1,51485;0,0;3,0297;0,0;3,0297;0,0;3,0297;100,0;;;;;12,52000;19,84000;1;0
RUAL;РУСАЛ ао;РУСАЛ ОК МКПАО ао;Акции обыкновенные;RU000A1025V3;1-01-16677-A;;1;0,65652;RUB;15193014862;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;30.03.2015;2022-10-20;0.02;0.038;закрытие реестра;593818985881.27;593818985881.27;"Международная компания публичное акционерное общество ""Объединённая Компания ""РУСАЛ""""";3906394938;10;38,746;38,746;32,159;45,333;29,834;47,658;27,122;50,37;17,0;3418412;23,0;17092060;30,0;7,83000;10,05000;0;0
RUSI;ИКРУСС-ИНВ;РУСС-ИНВЕСТ ИК ПАО ао;Акции обыкновенные;RU000A0JQ9W5;1-01-00409-A;;3;1,0;RUB;109000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;23.11.2011;;;;;7368400000.0;7368400000.0;"Публичное акционерное общество ""ИНВЕСТИЦИОННАЯ КОМПАНИЯ ИК РУСС-ИНВЕСТ""";7704081545;10;67,449;67,449;0,0;134,898;0,0;134,898;0,0;134,898;100,0;;;;;10,70000;15,17000;1;0
RZSB;РязЭнСб;"""Рязанская энергосб.комп"" ПАО";Акции обыкновенные;RU000A0D9AF5;1-01-50092-A;;3;0,05;RUB;206940220;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;16.09.2005;2026-06-25;;;закрытие реестра (рекомендуемая);8049974558.0;8049974558.0;"Публичное акционерное общество ""Рязанская энергетическая сбытовая компания""";6229049014;100;38,9104;38,9104;0,0;77,8208;0,0;77,8208;0,0;77,8208;100,0;;;;;6,52000;14,78000;1;-12030
SAGO;СамарЭн-ао;Самараэнерго (ПАО) - ао;Акции обыкновенные;RU0009098255;1-02-00127-A;;3;0,25;RUB;3480630296;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;21.07.2003;2025-10-15;;;закрытие реестра;9275879738.84;10221018508.8;"Публичное акционерное общество энергетики и электрификации ""Самараэнерго""";6315222985;1000;2,65798;2,65798;0,0;5,31596;0,0;5,31596;0,0;5,31596;100,0;;;;;11,96000;16,09000;1;0
SAGOP;СамарЭн-ап;Самараэнерго (ПАО) - ап;Акции привилегированные;RU0009084495;2-02-00127-A;;3;0,01;RUB;364918444;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;21.07.2003;2025-10-15;;;закрытие реестра;945138769.96;10221018508.8;"Публичное акционерное общество энергетики и электрификации ""Самараэнерго""";6315222985;1000;2,608019;2,608019;0,0;5,216038;0,0;5,216038;0,0;5,216038;100,0;;;;;9,52000;12,49000;1;0
SARE;СаратЭн-ао;Саратовэнерго(ПАО)-ао;Акции обыкновенные;RU0009100754;1-02-00132-A;;3;0,02;RUB;4865127996;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;24.11.2011;;;;;3833720860.85;4468380160.85;"Публичное акционерное общество ""Саратовэнерго""";6450014808;10000;0,791399;0,791399;0,0;1,582798;0,0;1,582798;0,0;1,582798;100,0;;;;;15,90000;23,44000;1;0
SAREP;СаратЭн-ап;Саратовэнерго(ПАО)-ап;Акции привилегированные;RU0009100762;2-02-00132-A;;3;0,02113;RUB;1493316000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;24.11.2011;;;;;634659300.0;4468380160.85;"Публичное акционерное общество ""Саратовэнерго""";6450014808;10000;0,427176;0,427176;0,0;0,854352;0,0;0,854352;0,0;0,854352;100,0;;;;;11,54000;20,34000;1;0
SBER;Сбербанк;Сбербанк России ПАО ао;Акции обыкновенные;RU0009029540;10301481B;;1;3,0;RUB;21586948000;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;20.07.2007;2026-07-20;;;закрытие реестра (рекомендуемая);7022018314920.0;7347418314920.0;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;325,353;325,353;270,043;380,663;250,522;400,184;227,747;422,959;17,0;6273214;23,0;31366070;30,0;5,60000;5,96000;0;0
SBERP;Сбербанк-п;Сбербанк России ПАО ап;Акции привилегированные;RU0009029557;20301481B;;1;3,0;RUB;1000000000;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;20.07.2007;2026-07-20;;;закрытие реестра (рекомендуемая);325400000000.0;7347418314920.0;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;325,76;325,76;270,381;381,139;250,835;400,685;228,032;423,488;17,0;456663;23,0;2283315;30,0;5,16000;6,33000;0;0
SELG;Селигдар;"ПАО ""Селигдар""  ао";Акции обыкновенные;RU000A0JPR50;1-01-32694-F;;1;1,0;RUB;1030000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;22.09.2011;2024-10-11;4.0;0.0767;закрытие реестра;48152500000.0;48152500000.0;"Публичное акционерное общество ""Селигдар""";1402047184;10;46,6595;46,6595;31,2619;62,0571;23,3298;69,9893;11,6649;81,6541;33,0;338708;50,0;1693540;75,0;7,78000;13,95000;0;0
SFIN;ЭсЭфАй ао;ЭсЭфАй ПАО ао;Акции обыкновенные;RU000A0JVW89;1-02-56453-P;;1;0,67;RUB;48622391;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;04.12.2015;2026-05-15;;;закрытие реестра;49935195557.0;49935195557.0;"Публичное акционерное общество ""ЭсЭфАй""";6164077483;1;1024,579;1024,579;686,468;1362,69;512,29;1536,869;256,145;1793,013;33,0;72956;50,0;364780;75,0;8,53000;12,97000;0;0
SGZH;Сегежа;Сегежа ао;Акции обыкновенные;RU000A102XG9;1-01-87154-H;;1;0,1;RUB;78450000000;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.04.2021;2022-06-02;0.64;0.0778;закрытие реестра;70330425000.0;70330425000.0;"Публичное акционерное общество Группа компаний ""Сегежа""";9703024202;100;0,9046;0,9046;0,2714;1,5378;0,1809;1,6283;0,0452;1,764;70,0;31304947;80,0;156524735;95,0;8,65000;7,67000;0;0
SIBN;Газпрнефть;Газпром нефть ПАО ао;Акции обыкновенные;RU0009062467;1-01-00146-A;;3;0,0016;RUB;4741299639;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;10.07.2003;2025-10-13;;;закрытие реестра;2450303653435.2;2450303653435.2;"Публичное акционерное общество ""Газпром нефть""";5504036333;1;519,955;519,955;426,363;613,547;395,166;644,744;358,769;681,141;18,0;144094;24,0;720470;31,0;5,87000;6,73000;0;0
SLEN;Сахэнер ао;"ПАО ""Сахалинэнерго"" ао";Акции обыкновенные;RU0009280465;1-03-00272-A;;3;10,0;RUB;2237123773;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;06.02.2017;;;;;8042459963.94;8042459963.94;"Публичное акционерное общество энергетики и электрификации ""Сахалинэнерго""";6500000024;100;3,5023;3,5023;0,0;7,0046;0,0;7,0046;0,0;7,0046;100,0;;;;;6,80000;7,87000;1;0
SMLT;Самолет ао;ГК Самолет ао;Акции обыкновенные;RU000A0ZZG02;1-01-16493-A;;1;25,0;RUB;61579358;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;29.10.2020;2022-10-12;41.0;0.0193;закрытие реестра;35555921309.2;35555921309.2;"публичное акционерное общество ""Группа компаний ""Самолет""";9731004688;1;578,42;578,42;289,21;867,63;144,61;1012,24;28,92;1127,92;50,0;47111;75,0;235556;95,0;11,60000;8,81000;0;0
SNGS;Сургнфгз;Сургутнефтегаз ПАО акции об.;Акции обыкновенные;RU0008926258;1-01-00155-A;;2;1,0;RUB;35725994705;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.01.2005;2025-07-17;0.9;0.0403;закрытие реестра;715234413994.1;1036946880270.05;"Публичное акционерное общество ""Сургутнефтегаз""";8602060555;100;20,1655;20,1655;16,1324;24,1986;14,9225;25,4085;13,5109;26,8201;20,0;6318771;26,0;31593855;33,0;6,66000;8,91000;0;0
SNGSP;Сургнфгз-п;Сургутнефтегаз ПАО ап;Акции привилегированные;RU0009029524;2-01-00155-A;;2;1,0;RUB;7701998235;1;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;11.01.2005;2025-07-17;8.5;0.1871;закрытие реестра;321712466275.95;1036946880270.05;"Публичное акционерное общество ""Сургутнефтегаз""";8602060555;10;41,9339;41,9339;33,5471;50,3207;31,0311;52,8367;28,0957;55,7721;20,0;4237298;26,0;21186490;33,0;6,87000;6,86000;0;0
SOFL;iСофтлайн;Софтлайн ао;Акции обыкновенные;RU000A0ZZBC2;1-01-45848-H;;2;0,0015;RUB;400002000;0;0;TQBR;Т+: Акции и ДР - безадрес.;R;;0;0;1;1;1;0;25.09.2023;2025-07-11;2.5;0.0246;;26616133080.0;26616133080.0;"Публичное акционерное общество ""Софтлайн""";7736227885;10;66,582;66,582;44,61;88,554;33,291;99,873;16,646;116,519;33,0;342900;50,0;1714500;75,0;8,73000;7,56000;0;0
SPBE;СПБ Биржа;СПБ Биржа ао;Акции обыкновенные;RU000A0JQ9P9;1-01-55439-E;;3;3,75;RUB;132843907;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;19.11.2021;;;;;28548155614.3;28548155614.3;"Публичное акционерное общество ""СПБ Биржа""";7801268965;1;212,77;212,77;106,39;319,16;53,19;372,35;10,64;414,9;50,0;1408912;75,0;7044560;95,0;11,08000;12,76000;0;0
STSB;СтаврЭнСб;Ставрополэнергосбыт ПАО ао;Акции обыкновенные;RU000A0ET1W4;1-01-50119-A;;3;0,00483;RUB;859074636;0;0;TQBR;Т+: Акции и ДР - безадрес.;;;0;0;1;1;1;0;28.03.2008;2025-07-06;;;закрытие реестра;3273074363.16;4556055644.94;"Публичное акционерное общество ""Ставропольэнергосбыт""";2626033550;1000;3,84208;3,84208;0,0;7,68416;0,0;7,68416;0,0;7,68416;100,0;;;;;11,70000;14,49000;1;0
